(0,0,18)
(0,0,18.3711)
(0,0,18.7579)
(0,0,19.1613)
(0,0,19.5824)
(0,0,20.0225)
(0,0,20.4828)
(0,0,20.9647)
(0,0,21.4699)
(0,0,22)
(0,0,22.557)
(0,0,23.1429)
(0,0,23.76)
(0,0,24.411)
(0,0,25.0986)
(0,0,25.8261)
(0,0,26.597)
(0,0,27.4154)
(0,0,28.2857)
(0,0,29.2131)
(0,0,30.2034)
(0,0,31.2632)
(0,0,32.4)
(0,0,33.6226)
(0,0,34.9412)
(0,0,36.3673)
(0,0,37.9149)
(0,0,39.6)
(0,0,41.4419)
(0,0,43.4634)
(0,0,45.6923)
(0,0,48.1622)
(0,0,50.9143)
(0,0,54)
(0,0,57.4839)
(0,0,61.4483)
(0,0,66)
(0,0,71.28)
(0,0,77.4783)
(0,0,84.8571)
(0,0,93.7895)
(0,0,104.824)
(0,0,118.8)
(0,0,137.077)
(0,0,162)
(0,0,198)
(0,0,254.571)
(0,0,255)
(0,0,255)
(0,0,255)
(0,0,-1782)
(0,0,-594)
(0,0,-356.4)
(0,0,-254.571)
(0,0,-198)
(0,0,-162)
(0,0,-137.077)
(0,0,-118.8)
(0,0,-104.824)
(0,0,-93.7895)
(0,0,-84.8571)
(0,0,-77.4783)
(0,0,-71.28)
(0,0,-66)
(0,0,-61.4483)
(0,0,-57.4839)
(0,0,-54)
(0,0,-50.9143)
(0,0,-48.1622)
(0,0,-45.6923)
(0,0,-43.4634)
(0,0,-41.4419)
(0,0,-39.6)
(0,0,-37.9149)
(0,0,-36.3673)
(0,0,-34.9412)
(0,0,-33.6226)
(0,0,-32.4)
(0,0,-31.2632)
(0,0,-30.2034)
(0,0,-29.2131)
(0,0,-28.2857)
(0,0,-27.4154)
(0,0,-26.597)
(0,0,-25.8261)
(0,0,-25.0986)
(0,0,-24.411)
(0,0,-23.76)
(0,0,-23.1429)
(0,0,-22.557)
(0,0,-22)
(0,0,-21.4699)
(0,0,-20.9647)
(0,0,-20.4828)
(0,0,-20.0225)
(0,0,-19.5824)
(0,0,-19.1613)
(0,0,-18.7579)
(0,0,-18.3711)
(0,0,-18)
(0,0,17.6436)
(0,0,18)
(0,0,18.3711)
(0,0,18.7579)
(0,0,19.1613)
(0,0,19.5824)
(0,0,20.0225)
(0,0,20.4828)
(0,0,20.9647)
(0,0,21.4699)
(0,0,22)
(0,0,22.557)
(0,0,23.1429)
(0,0,23.76)
(0,0,24.411)
(0,0,25.0986)
(0,0,25.8261)
(0,0,26.597)
(0,0,27.4154)
(0,0,28.2857)
(0,0,29.2131)
(0,0,30.2034)
(0,0,31.2632)
(0,0,32.4)
(0,0,33.6226)
(0,0,34.9412)
(0,0,36.3673)
(0,0,37.9149)
(0,0,39.6)
(0,0,41.4419)
(0,0,43.4634)
(0,0,45.6923)
(0,0,48.1622)
(0,0,50.9143)
(0,0,54)
(0,0,57.4839)
(0,0,61.4483)
(0,0,66)
(0,0,71.28)
(0,0,77.4783)
(0,0,84.8571)
(0,0,93.7895)
(0,0,104.824)
(0,0,118.8)
(0,0,137.077)
(0,0,162)
(0,0,198)
(0,0,254.571)
(0,0,255)
(0,0,255)
(0,0,255)
(0,0,-1782)
(0,0,-594)
(0,0,-356.4)
(0,0,-254.571)
(0,0,-198)
(0,0,-162)
(0,0,-137.077)
(0,0,-118.8)
(0,0,-104.824)
(0,0,-93.7895)
(0,0,-84.8571)
(0,0,-77.4783)
(0,0,-71.28)
(0,0,-66)
(0,0,-61.4483)
(0,0,-57.4839)
(0,0,-54)
(0,0,-50.9143)
(0,0,-48.1622)
(0,0,-45.6923)
(0,0,-43.4634)
(0,0,-41.4419)
(0,0,-39.6)
(0,0,-37.9149)
(0,0,-36.3673)
(0,0,-34.9412)
(0,0,-33.6226)
(0,0,-32.4)
(0,0,-31.2632)
(0,0,-30.2034)
(0,0,-29.2131)
(0,0,-28.2857)
(0,0,-27.4154)
(0,0,-26.597)
(0,0,-25.8261)
(0,0,-25.0986)
(0,0,-24.411)
(0,0,-23.76)
(0,0,-23.1429)
(0,0,-22.557)
(0,0,-22)
(0,0,-21.4699)
(0,0,-20.9647)
(0,0,-20.4828)
(0,0,-20.0225)
(0,0,-19.5824)
(0,0,-19.1613)
(0,0,-18.7579)
(0,0,-18.3711)
(0,0,17.301)
(0,0,17.6436)
(0,0,18)
(0,0,18.3711)
(0,0,18.7579)
(0,0,19.1613)
(0,0,19.5824)
(0,0,20.0225)
(0,0,20.4828)
(0,0,20.9647)
(0,0,21.4699)
(0,0,22)
(0,0,22.557)
(0,0,23.1429)
(0,0,23.76)
(0,0,24.411)
(0,0,25.0986)
(0,0,25.8261)
(0,0,26.597)
(0,0,27.4154)
(0,0,28.2857)
(0,0,29.2131)
(0,0,30.2034)
(0,0,31.2632)
(0,0,32.4)
(0,0,33.6226)
(0,0,34.9412)
(0,0,36.3673)
(0,0,37.9149)
(0,0,39.6)
(0,0,41.4419)
(0,0,43.4634)
(0,0,45.6923)
(0,0,48.1622)
(0,0,50.9143)
(0,0,54)
(0,0,57.4839)
(0,0,61.4483)
(0,0,66)
(0,0,71.28)
(0,0,77.4783)
(0,0,84.8571)
(0,0,93.7895)
(0,0,104.824)
(0,0,118.8)
(0,0,137.077)
(0,0,162)
(0,0,198)
(0,0,254.571)
(0,0,255)
(0,0,255)
(0,0,255)
(0,0,-1782)
(0,0,-594)
(0,0,-356.4)
(0,0,-254.571)
(0,0,-198)
(0,0,-162)
(0,0,-137.077)
(0,0,-118.8)
(0,0,-104.824)
(0,0,-93.7895)
(0,0,-84.8571)
(0,0,-77.4783)
(0,0,-71.28)
(0,0,-66)
(0,0,-61.4483)
(0,0,-57.4839)
(0,0,-54)
(0,0,-50.9143)
(0,0,-48.1622)
(0,0,-45.6923)
(0,0,-43.4634)
(0,0,-41.4419)
(0,0,-39.6)
(0,0,-37.9149)
(0,0,-36.3673)
(0,0,-34.9412)
(0,0,-33.6226)
(0,0,-32.4)
(0,0,-31.2632)
(0,0,-30.2034)
(0,0,-29.2131)
(0,0,-28.2857)
(0,0,-27.4154)
(0,0,-26.597)
(0,0,-25.8261)
(0,0,-25.0986)
(0,0,-24.411)
(0,0,-23.76)
(0,0,-23.1429)
(0,0,-22.557)
(0,0,-22)
(0,0,-21.4699)
(0,0,-20.9647)
(0,0,-20.4828)
(0,0,-20.0225)
(0,0,-19.5824)
(0,0,-19.1613)
(0,0,-18.7579)
(0,0,16.9714)
(0,0,17.301)
(0,0,17.6436)
(0,0,18)
(0,0,18.3711)
(0,0,18.7579)
(0,0,19.1613)
(0,0,19.5824)
(0,0,20.0225)
(0,0,20.4828)
(0,0,20.9647)
(0,0,21.4699)
(0,0,22)
(0,0,22.557)
(0,0,23.1429)
(0,0,23.76)
(0,0,24.411)
(0,0,25.0986)
(0,0,25.8261)
(0,0,26.597)
(0,0,27.4154)
(0,0,28.2857)
(0,0,29.2131)
(0,0,30.2034)
(0,0,31.2632)
(0,0,32.4)
(0,0,33.6226)
(0,0,34.9412)
(0,0,36.3673)
(0,0,37.9149)
(0,0,39.6)
(0,0,41.4419)
(0,0,43.4634)
